Row ID,Table Code,Table Name,Variable Code,Variable,Value,Variable Unit,Date
19000_2019Q4_SQINC7N-2001_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-2001,Govt. and govt. enterprises wages and salaries: Federal civilian,1187368,Thousands of dollars,12/31/2019
19000_2020Q1_SQINC7N-2001_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-2001,Govt. and govt. enterprises wages and salaries: Federal civilian,1205924,Thousands of dollars,03/31/2020
19000_2020Q2_SQINC7N-2001_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-2001,Govt. and govt. enterprises wages and salaries: Federal civilian,1214480,Thousands of dollars,06/30/2020
19000_2020Q3_SQINC7N-2001_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-2001,Govt. and govt. enterprises wages and salaries: Federal civilian,1275184,Thousands of dollars,09/30/2020
19000_2020Q4_SQINC7N-2001_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-2001,Govt. and govt. enterprises wages and salaries: Federal civilian,1257740,Thousands of dollars,12/31/2020
19000_2021Q1_SQINC7N-2001_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-2001,Govt. and govt. enterprises wages and salaries: Federal civilian,1247872,Thousands of dollars,03/31/2021
19000_2021Q2_SQINC7N-2001_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-2001,Govt. and govt. enterprises wages and salaries: Federal civilian,1260984,Thousands of dollars,06/30/2021
19000_2021Q3_SQINC7N-2001_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-2001,Govt. and govt. enterprises wages and salaries: Federal civilian,1269596,Thousands of dollars,09/30/2021
19000_2021Q4_SQINC7N-2001_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-2001,Govt. and govt. enterprises wages and salaries: Federal civilian,1277344,Thousands of dollars,12/31/2021
19000_2022Q1_SQINC7N-2001_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-2001,Govt. and govt. enterprises wages and salaries: Federal civilian,1292332,Thousands of dollars,03/31/2022
19000_2022Q2_SQINC7N-2001_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-2001,Govt. and govt. enterprises wages and salaries: Federal civilian,1306632,Thousands of dollars,06/30/2022
19000_2022Q3_SQINC7N-2001_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-2001,Govt. and govt. enterprises wages and salaries: Federal civilian,1323612,Thousands of dollars,09/30/2022
19000_2022Q4_SQINC7N-2001_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-2001,Govt. and govt. enterprises wages and salaries: Federal civilian,1349940,Thousands of dollars,12/31/2022
19000_2014Q1_SQINC4-11_quarter,SQINC4,Personal Income by Major Component,SQINC4-11,Nonfarm personal income,129215,Millions of dollars,03/31/2014
19000_2014Q2_SQINC4-11_quarter,SQINC4,Personal Income by Major Component,SQINC4-11,Nonfarm personal income,131299,Millions of dollars,06/30/2014
19000_2023Q1_SQINC7N-2001_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-2001,Govt. and govt. enterprises wages and salaries: Federal civilian,1386524,Thousands of dollars,03/31/2023
19000_2023Q2_SQINC7N-2001_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-2001,Govt. and govt. enterprises wages and salaries: Federal civilian,1426828,Thousands of dollars,06/30/2023
19000_2023Q3_SQINC7N-2001_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-2001,Govt. and govt. enterprises wages and salaries: Federal civilian,1469848,Thousands of dollars,09/30/2023
19000_2023Q4_SQINC7N-2001_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-2001,Govt. and govt. enterprises wages and salaries: Federal civilian,1491272,Thousands of dollars,12/31/2023
19000_1998Q1_SQINC7N-82_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-82,Nonfarm wages and salaries,37123900,Thousands of dollars,03/31/1998
19000_1998Q2_SQINC7N-82_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-82,Nonfarm wages and salaries,37224356,Thousands of dollars,06/30/1998
19000_1998Q3_SQINC7N-82_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-82,Nonfarm wages and salaries,38469524,Thousands of dollars,09/30/1998
19000_1998Q4_SQINC7N-82_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-82,Nonfarm wages and salaries,38674896,Thousands of dollars,12/31/1998
19000_1999Q1_SQINC7N-82_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-82,Nonfarm wages and salaries,39091188,Thousands of dollars,03/31/1999
19000_1999Q2_SQINC7N-82_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-82,Nonfarm wages and salaries,39509400,Thousands of dollars,06/30/1999
19000_1999Q3_SQINC7N-82_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-82,Nonfarm wages and salaries,39994740,Thousands of dollars,09/30/1999
19000_1999Q4_SQINC7N-82_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-82,Nonfarm wages and salaries,40891640,Thousands of dollars,12/31/1999
19000_2000Q1_SQINC7N-82_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-82,Nonfarm wages and salaries,41363260,Thousands of dollars,03/31/2000
19000_2000Q2_SQINC7N-82_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-82,Nonfarm wages and salaries,41651660,Thousands of dollars,06/30/2000
19000_2000Q3_SQINC7N-82_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-82,Nonfarm wages and salaries,41969480,Thousands of dollars,09/30/2000
19000_2000Q4_SQINC7N-82_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-82,Nonfarm wages and salaries,41603452,Thousands of dollars,12/31/2000
19000_2001Q1_SQINC7N-82_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-82,Nonfarm wages and salaries,42327032,Thousands of dollars,03/31/2001
19000_2001Q2_SQINC7N-82_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-82,Nonfarm wages and salaries,42565492,Thousands of dollars,06/30/2001
19000_2001Q3_SQINC7N-82_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-82,Nonfarm wages and salaries,42905968,Thousands of dollars,09/30/2001
19000_2001Q4_SQINC7N-82_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-82,Nonfarm wages and salaries,42776400,Thousands of dollars,12/31/2001
19000_2002Q1_SQINC7N-82_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-82,Nonfarm wages and salaries,42913544,Thousands of dollars,03/31/2002
19000_2002Q2_SQINC7N-82_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-82,Nonfarm wages and salaries,43488280,Thousands of dollars,06/30/2002
19000_2002Q3_SQINC7N-82_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-82,Nonfarm wages and salaries,43638204,Thousands of dollars,09/30/2002
19000_2014Q3_SQINC4-11_quarter,SQINC4,Personal Income by Major Component,SQINC4-11,Nonfarm personal income,132936,Millions of dollars,09/30/2014
19000_2014Q4_SQINC4-11_quarter,SQINC4,Personal Income by Major Component,SQINC4-11,Nonfarm personal income,134305,Millions of dollars,12/31/2014
19000_2002Q4_SQINC7N-82_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-82,Nonfarm wages and salaries,43636736,Thousands of dollars,12/31/2002
19000_2003Q1_SQINC7N-82_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-82,Nonfarm wages and salaries,43915528,Thousands of dollars,03/31/2003
19000_2003Q2_SQINC7N-82_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-82,Nonfarm wages and salaries,44278056,Thousands of dollars,06/30/2003
19000_2003Q3_SQINC7N-82_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-82,Nonfarm wages and salaries,45059596,Thousands of dollars,09/30/2003
19000_2003Q4_SQINC7N-82_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-82,Nonfarm wages and salaries,45909984,Thousands of dollars,12/31/2003
19000_2004Q1_SQINC7N-82_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-82,Nonfarm wages and salaries,46219068,Thousands of dollars,03/31/2004
19000_2004Q2_SQINC7N-82_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-82,Nonfarm wages and salaries,46961104,Thousands of dollars,06/30/2004
19000_2004Q3_SQINC7N-82_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-82,Nonfarm wages and salaries,47971820,Thousands of dollars,09/30/2004
19000_2004Q4_SQINC7N-82_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-82,Nonfarm wages and salaries,48523620,Thousands of dollars,12/31/2004
19000_2005Q1_SQINC7N-82_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-82,Nonfarm wages and salaries,48664680,Thousands of dollars,03/31/2005
19000_2005Q2_SQINC7N-82_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-82,Nonfarm wages and salaries,49170780,Thousands of dollars,06/30/2005
19000_2005Q3_SQINC7N-82_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-82,Nonfarm wages and salaries,50156764,Thousands of dollars,09/30/2005
19000_2005Q4_SQINC7N-82_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-82,Nonfarm wages and salaries,50483552,Thousands of dollars,12/31/2005
19000_2006Q1_SQINC7N-82_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-82,Nonfarm wages and salaries,51639604,Thousands of dollars,03/31/2006
19000_2006Q2_SQINC7N-82_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-82,Nonfarm wages and salaries,52223232,Thousands of dollars,06/30/2006
19000_2006Q3_SQINC7N-82_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-82,Nonfarm wages and salaries,52199172,Thousands of dollars,09/30/2006
19000_2006Q4_SQINC7N-82_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-82,Nonfarm wages and salaries,53099784,Thousands of dollars,12/31/2006
19000_2007Q1_SQINC7N-82_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-82,Nonfarm wages and salaries,53982280,Thousands of dollars,03/31/2007
19000_2007Q2_SQINC7N-82_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-82,Nonfarm wages and salaries,54869080,Thousands of dollars,06/30/2007
19000_2007Q3_SQINC7N-82_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-82,Nonfarm wages and salaries,54977036,Thousands of dollars,09/30/2007
19000_2007Q4_SQINC7N-82_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-82,Nonfarm wages and salaries,55875744,Thousands of dollars,12/31/2007
19000_2008Q1_SQINC7N-82_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-82,Nonfarm wages and salaries,56463768,Thousands of dollars,03/31/2008
19000_2008Q2_SQINC7N-82_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-82,Nonfarm wages and salaries,56687580,Thousands of dollars,06/30/2008
19000_2008Q3_SQINC7N-82_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-82,Nonfarm wages and salaries,57358820,Thousands of dollars,09/30/2008
19000_2015Q1_SQINC4-11_quarter,SQINC4,Personal Income by Major Component,SQINC4-11,Nonfarm personal income,136848,Millions of dollars,03/31/2015
19000_2015Q2_SQINC4-11_quarter,SQINC4,Personal Income by Major Component,SQINC4-11,Nonfarm personal income,136652,Millions of dollars,06/30/2015
19000_2008Q4_SQINC7N-82_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-82,Nonfarm wages and salaries,57369800,Thousands of dollars,12/31/2008
19000_2009Q1_SQINC7N-82_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-82,Nonfarm wages and salaries,55641604,Thousands of dollars,03/31/2009
19000_2009Q2_SQINC7N-82_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-82,Nonfarm wages and salaries,55524008,Thousands of dollars,06/30/2009
19000_2009Q3_SQINC7N-82_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-82,Nonfarm wages and salaries,55470372,Thousands of dollars,09/30/2009
19000_2009Q4_SQINC7N-82_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-82,Nonfarm wages and salaries,55646116,Thousands of dollars,12/31/2009
19000_2010Q1_SQINC7N-82_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-82,Nonfarm wages and salaries,55504744,Thousands of dollars,03/31/2010
19000_2010Q2_SQINC7N-82_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-82,Nonfarm wages and salaries,56613472,Thousands of dollars,06/30/2010
19000_2010Q3_SQINC7N-82_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-82,Nonfarm wages and salaries,57035044,Thousands of dollars,09/30/2010
19000_2010Q4_SQINC7N-82_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-82,Nonfarm wages and salaries,57595440,Thousands of dollars,12/31/2010
19000_2011Q1_SQINC7N-82_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-82,Nonfarm wages and salaries,57991532,Thousands of dollars,03/31/2011
19000_2011Q2_SQINC7N-82_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-82,Nonfarm wages and salaries,58564660,Thousands of dollars,06/30/2011
19000_2011Q3_SQINC7N-82_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-82,Nonfarm wages and salaries,59484420,Thousands of dollars,09/30/2011
19000_2011Q4_SQINC7N-82_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-82,Nonfarm wages and salaries,59401104,Thousands of dollars,12/31/2011
19000_2012Q1_SQINC7N-82_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-82,Nonfarm wages and salaries,60645536,Thousands of dollars,03/31/2012
19000_2012Q2_SQINC7N-82_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-82,Nonfarm wages and salaries,61320188,Thousands of dollars,06/30/2012
19000_2012Q3_SQINC7N-82_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-82,Nonfarm wages and salaries,61578516,Thousands of dollars,09/30/2012
19000_2012Q4_SQINC7N-82_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-82,Nonfarm wages and salaries,62389900,Thousands of dollars,12/31/2012
19000_2013Q1_SQINC7N-82_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-82,Nonfarm wages and salaries,63022956,Thousands of dollars,03/31/2013
19000_2013Q2_SQINC7N-82_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-82,Nonfarm wages and salaries,63069012,Thousands of dollars,06/30/2013
19000_2013Q3_SQINC7N-82_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-82,Nonfarm wages and salaries,63581260,Thousands of dollars,09/30/2013
19000_2013Q4_SQINC7N-82_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-82,Nonfarm wages and salaries,64009388,Thousands of dollars,12/31/2013
19000_2014Q1_SQINC7N-82_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-82,Nonfarm wages and salaries,65458000,Thousands of dollars,03/31/2014
19000_2014Q2_SQINC7N-82_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-82,Nonfarm wages and salaries,66113060,Thousands of dollars,06/30/2014
19000_2014Q3_SQINC7N-82_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-82,Nonfarm wages and salaries,66777960,Thousands of dollars,09/30/2014
19000_2014Q4_SQINC7N-82_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-82,Nonfarm wages and salaries,67464140,Thousands of dollars,12/31/2014
19000_2015Q1_SQINC7N-82_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-82,Nonfarm wages and salaries,69106924,Thousands of dollars,03/31/2015
19000_2015Q2_SQINC7N-82_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-82,Nonfarm wages and salaries,69037512,Thousands of dollars,06/30/2015
19000_2015Q3_SQINC7N-82_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-82,Nonfarm wages and salaries,69685436,Thousands of dollars,09/30/2015
19000_2015Q4_SQINC7N-82_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-82,Nonfarm wages and salaries,70132408,Thousands of dollars,12/31/2015
19000_2016Q1_SQINC7N-82_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-82,Nonfarm wages and salaries,70654760,Thousands of dollars,03/31/2016
19000_2016Q2_SQINC7N-82_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-82,Nonfarm wages and salaries,70506292,Thousands of dollars,06/30/2016
19000_2016Q3_SQINC7N-82_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-82,Nonfarm wages and salaries,71525392,Thousands of dollars,09/30/2016
19000_2016Q4_SQINC7N-82_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-82,Nonfarm wages and salaries,72024172,Thousands of dollars,12/31/2016
19000_2017Q1_SQINC7N-82_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-82,Nonfarm wages and salaries,72338136,Thousands of dollars,03/31/2017
19000_2017Q2_SQINC7N-82_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-82,Nonfarm wages and salaries,72698380,Thousands of dollars,06/30/2017
19000_2017Q3_SQINC7N-82_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-82,Nonfarm wages and salaries,72875044,Thousands of dollars,09/30/2017
19000_2017Q4_SQINC7N-82_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-82,Nonfarm wages and salaries,74253428,Thousands of dollars,12/31/2017
19000_2018Q1_SQINC7N-82_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-82,Nonfarm wages and salaries,74737780,Thousands of dollars,03/31/2018
19000_2018Q2_SQINC7N-82_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-82,Nonfarm wages and salaries,75660580,Thousands of dollars,06/30/2018
19000_2018Q3_SQINC7N-82_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-82,Nonfarm wages and salaries,76248192,Thousands of dollars,09/30/2018
19000_2018Q4_SQINC7N-82_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-82,Nonfarm wages and salaries,76533216,Thousands of dollars,12/31/2018
19000_2019Q1_SQINC7N-82_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-82,Nonfarm wages and salaries,77274404,Thousands of dollars,03/31/2019
19000_2019Q2_SQINC7N-82_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-82,Nonfarm wages and salaries,77544820,Thousands of dollars,06/30/2019
19000_2019Q3_SQINC7N-82_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-82,Nonfarm wages and salaries,78148232,Thousands of dollars,09/30/2019
19000_2019Q4_SQINC7N-82_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-82,Nonfarm wages and salaries,78651420,Thousands of dollars,12/31/2019
19000_2020Q1_SQINC7N-82_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-82,Nonfarm wages and salaries,80412084,Thousands of dollars,03/31/2020
19000_2020Q2_SQINC7N-82_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-82,Nonfarm wages and salaries,76886772,Thousands of dollars,06/30/2020
19000_2020Q3_SQINC7N-82_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-82,Nonfarm wages and salaries,79268100,Thousands of dollars,09/30/2020
19000_2020Q4_SQINC7N-82_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-82,Nonfarm wages and salaries,81573836,Thousands of dollars,12/31/2020
19000_2021Q1_SQINC7N-82_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-82,Nonfarm wages and salaries,81887028,Thousands of dollars,03/31/2021
19000_2021Q2_SQINC7N-82_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-82,Nonfarm wages and salaries,83464412,Thousands of dollars,06/30/2021
19000_2021Q3_SQINC7N-82_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-82,Nonfarm wages and salaries,84544948,Thousands of dollars,09/30/2021
19000_2021Q4_SQINC7N-82_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-82,Nonfarm wages and salaries,87002628,Thousands of dollars,12/31/2021
19000_2022Q1_SQINC7N-82_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-82,Nonfarm wages and salaries,88768912,Thousands of dollars,03/31/2022
19000_2022Q2_SQINC7N-82_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-82,Nonfarm wages and salaries,89618900,Thousands of dollars,06/30/2022
19000_2022Q4_SQINC7N-82_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-82,Nonfarm wages and salaries,92093752,Thousands of dollars,12/31/2022
19000_2023Q1_SQINC7N-82_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-82,Nonfarm wages and salaries,93459748,Thousands of dollars,03/31/2023
19000_2023Q3_SQINC7N-82_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-82,Nonfarm wages and salaries,95678120,Thousands of dollars,09/30/2023
19000_2023Q4_SQINC7N-82_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-82,Nonfarm wages and salaries,96998052,Thousands of dollars,12/31/2023
19000_1998Q1_SQINC7N-600_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-600,Private nonfarm wages and salaries: Wholesale trade,2321756,Thousands of dollars,03/31/1998
19000_1998Q2_SQINC7N-600_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-600,Private nonfarm wages and salaries: Wholesale trade,2330204,Thousands of dollars,06/30/1998
19000_1998Q3_SQINC7N-600_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-600,Private nonfarm wages and salaries: Wholesale trade,2421196,Thousands of dollars,09/30/1998
19000_1998Q4_SQINC7N-600_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-600,Private nonfarm wages and salaries: Wholesale trade,2319064,Thousands of dollars,12/31/1998
19000_1999Q1_SQINC7N-600_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-600,Private nonfarm wages and salaries: Wholesale trade,2482420,Thousands of dollars,03/31/1999
19000_1999Q2_SQINC7N-600_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-600,Private nonfarm wages and salaries: Wholesale trade,2466708,Thousands of dollars,06/30/1999
19000_1999Q3_SQINC7N-600_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-600,Private nonfarm wages and salaries: Wholesale trade,2635516,Thousands of dollars,09/30/1999
19000_1999Q4_SQINC7N-600_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-600,Private nonfarm wages and salaries: Wholesale trade,2781812,Thousands of dollars,12/31/1999
19000_2000Q1_SQINC7N-600_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-600,Private nonfarm wages and salaries: Wholesale trade,2528448,Thousands of dollars,03/31/2000
19000_2000Q2_SQINC7N-600_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-600,Private nonfarm wages and salaries: Wholesale trade,2572660,Thousands of dollars,06/30/2000
19000_2000Q3_SQINC7N-600_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-600,Private nonfarm wages and salaries: Wholesale trade,2532696,Thousands of dollars,09/30/2000
19000_2000Q4_SQINC7N-600_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-600,Private nonfarm wages and salaries: Wholesale trade,2450696,Thousands of dollars,12/31/2000
19000_2001Q1_SQINC7N-600_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-600,Private nonfarm wages and salaries: Wholesale trade,2475032,Thousands of dollars,03/31/2001
19000_2001Q2_SQINC7N-600_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-600,Private nonfarm wages and salaries: Wholesale trade,2556208,Thousands of dollars,06/30/2001
19000_2001Q3_SQINC7N-600_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-600,Private nonfarm wages and salaries: Wholesale trade,2533040,Thousands of dollars,09/30/2001
19000_2001Q4_SQINC7N-600_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-600,Private nonfarm wages and salaries: Wholesale trade,2494836,Thousands of dollars,12/31/2001
19000_2002Q1_SQINC7N-600_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-600,Private nonfarm wages and salaries: Wholesale trade,2536556,Thousands of dollars,03/31/2002
19000_2002Q2_SQINC7N-600_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-600,Private nonfarm wages and salaries: Wholesale trade,2544620,Thousands of dollars,06/30/2002
19000_2002Q3_SQINC7N-600_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-600,Private nonfarm wages and salaries: Wholesale trade,2600692,Thousands of dollars,09/30/2002
19000_2015Q3_SQINC4-11_quarter,SQINC4,Personal Income by Major Component,SQINC4-11,Nonfarm personal income,137808,Millions of dollars,09/30/2015
19000_2016Q4_SQINC4-30_quarter,SQINC4,Personal Income by Major Component,SQINC4-30,Per capita personal income,45780,Dollars,12/31/2016
19000_2002Q4_SQINC7N-600_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-600,Private nonfarm wages and salaries: Wholesale trade,2553032,Thousands of dollars,12/31/2002
19000_2003Q1_SQINC7N-600_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-600,Private nonfarm wages and salaries: Wholesale trade,2548008,Thousands of dollars,03/31/2003
19000_2003Q2_SQINC7N-600_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-600,Private nonfarm wages and salaries: Wholesale trade,2556200,Thousands of dollars,06/30/2003
19000_2003Q3_SQINC7N-600_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-600,Private nonfarm wages and salaries: Wholesale trade,2567584,Thousands of dollars,09/30/2003
19000_2003Q4_SQINC7N-600_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-600,Private nonfarm wages and salaries: Wholesale trade,2629000,Thousands of dollars,12/31/2003
19000_2004Q1_SQINC7N-600_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-600,Private nonfarm wages and salaries: Wholesale trade,2660064,Thousands of dollars,03/31/2004
19000_2004Q2_SQINC7N-600_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-600,Private nonfarm wages and salaries: Wholesale trade,2709020,Thousands of dollars,06/30/2004
19000_2004Q3_SQINC7N-600_quarter,SQINC7N,Wages and Salaries by NAICS Industry,SQINC7N-600,Private nonfarm wages and salaries: Wholesale trade,2771884,Thousands of dollars,09/30/2004
